AP Name,Status,Total user,Availability
CMU_MED_MEDDORM14F_AP3600,"up 40d,10h,44m",10,95.37%
CMU_MED_MEDDORM14F_AP3601,"up 40d,10h,44m",6,99.64%
CMU_MED_MEDDORM14F_AP3602,"up 40d,10h,44m",6,99.59%
CMU_MED_MEDDORM14F_AP3603,"up 40d,10h,44m",3,95.37%
CMU_MED_MEDDORM14F_AP3604,"up 40d,10h,44m",2,95.37%
CMU_MED_MEDDORM14F_AP3605,"up 40d,10h,44m",6,95.37%
CMU_MED_MEDDORM14F_AP3606,"up 40d,10h,44m",3,95.04%
CMU_MED_MEDDORM14F_AP3607,"up 40d,10h,44m",8,95.37%
CMU_MED_MEDDORM14F_AP3608,"up 40d,10h,44m",1,95.36%
CMU_MED_MEDDORM14F_AP3609,"up 40d,10h,44m",5,95.37%
CMU_MED_MEDDORM14F_AP3610,"up 40d,10h,44m",9,99.64%
CMU_MED_MEDDORM14F_AP3611,"up 40d,10h,39m",3,99.61%
CMU_MED_MEDDORM14F_AP3612,"up 40d,10h,39m",5,99.61%
CMU_MED_MEDDORM14F_AP3613,"up 40d,10h,39m",5,95.28%
CMU_MED_MEDDORM14F_AP3614,"up 40d,10h,44m",3,99.42%
CMU_MED_MEDDORM14F_AP3615,"up 40d,10h,39m",3,95.33%
CMU_MED_MEDDORM14F_AP3616,"up 40d,10h,44m",8,95.32%
CMU_MED_MEDDORM14F_AP3617,"up 40d,10h,44m",2,99.54%
CMU_MED_MEDDORM14F_AP3618,"up 40d,10h,44m",1,95.29%
CMU_MED_MEDDORM14F_AP3619,"up 40d,10h,44m",11,95.34%
CMU_MED_MEDDORM14F_AP3620,"up 40d,10h,44m",8,95.32%
CMU_MED_MEDDORM14F_AP3621,"up 40d,10h,44m",4,94.51%
CMU_MED_MEDDORM14F_AP3622,"up 40d,10h,39m",6,95.34%
CMU_MED_MEDDORM14F_AP3623,"up 40d,10h,44m",7,95.30%
CMU_MED_MEDDORM14F_AP3624,"up 40d,10h,44m",3,95.29%
CMU_MED_MEDDORM14F_AP3625,"up 40d,10h,39m",6,99.60%
CMU_MED_MEDDORM14F_AP3626,"up 40d,10h,39m",3,95.30%
CMU_MED_MEDDORM14F_AP3627,"up 40d,10h,44m",0,99.40%
CMU_MED_MEDDORM14F_AP3628,"up 40d,10h,39m",5,95.30%
CMU_MED_MEDDORM14F_AP3629,"up 40d,10h,39m",0,94.73%
CMU_MED_MEDDORM14F_AP3630,"up 40d,10h,39m",3,95.30%
CMU_MED_MEDDORM14F_AP3631,"up 40d,10h,44m",6,95.20%
CMU_MED_MEDDORM14F_AP3632,"up 40d,10h,44m",3,95.30%
CMU_MED_MEDDORM14F_AP3633,"up 40d,10h,44m",3,99.60%
CMU_MED_MEDDORM14F_AP3634,"up 40d,10h,44m",7,95.30%
CMU_MED_MEDDORM14F_AP3635,"up 40d,10h,39m",3,95.30%
CMU_MED_MEDDORM14F_AP3636,"up 40d,10h,44m",5,99.60%
CMU_MED_MEDDORM14F_AP3637,"up 40d,10h,44m",7,99.60%
CMU_MED_MEDDORM14F_AP3638,"up 40d,10h,44m",0,95.30%
CMU_MED_MEDDORM14F_AP3639,"up 40d,10h,39m",0,99.59%
CMU_MED_MEDDORM14F_AP3640,"up 40d,10h,44m",7,95.30%
CMU_MED_MEDDORM4_AP3966,"up 124d,10h,4m",6,99.39%
CMU_MED_MEDDORM4_AP3967,"up 124d,10h,4m",5,99.68%
CMU_MED_MEDDORM4_AP3968,"up 124d,10h,4m",6,99.68%
CMU_MED_MEDDORM4_AP3969,"up 99d,21h,49m",3,99.36%
CMU_MED_MEDDORM4_AP3970,"up 124d,10h,4m",4,98.95%
CMU_MED_MEDDORM4_AP3971,"up 124d,10h,4m",4,99.29%
CMU_MED_MEDDORM7FL_AP0231,"up 20d,14h,39m",2,98.76%
CMU_MED_MEDDORM7FL_AP1507,"up 20d,14h,49m",4,98.76%
CMU_MED_MEDDORM7FL_AP1529,"up 122d,12h,9m",0,98.82%
CMU_MED_MEDDORM7FL_AP1531,"up 122d,12h,9m",3,98.82%
CMU_MED_MEDDORM7FL_AP1532,"up 75d,12h,39m",2,98.64%
CMU_MED_MEDDORM7FL_AP1533,"up 40d,10h,34m",0,98.82%
CMU_MED_MEDDORM7FL_AP1534,"up 122d,12h,9m",7,98.82%
CMU_MED_MEDDORM7FL_AP1535,"up 75d,12h,39m",3,98.82%
CMU_MED_MEDDORM7FL_AP1536,"up 122d,12h,9m",7,98.82%
CMU_MED_MEDDORM7FL_AP1537,"up 122d,12h,9m",2,98.82%
CMU_MED_MEDDORM7FL_AP1538,"up 20d,14h,49m",5,98.82%
CMU_MED_MEDDORM7FL_AP1539,"up 75d,12h,39m",5,98.82%
CMU_MED_MEDDORM7FL_AP1540,"up 122d,12h,9m",5,98.82%
CMU_MED_MEDDORM7FL_AP1541,"up 51d,9h,24m",3,98.79%
CMU_MED_MEDDORM7FL_AP1542,"up 122d,12h,9m",5,98.80%
CMU_MED_MEDDORM7FL_AP1543,"up 122d,12h,9m",2,98.82%
CMU_MED_MEDDORM7FL_AP1544,"up 122d,12h,9m",6,98.76%
CMU_MED_MEDDORM7FL_AP1545,"up 122d,12h,9m",7,98.83%
CMU_MED_MEDDORM7FL_AP1546,"up 40d,10h,34m",7,98.83%
CMU_MED_MEDDORM7FL_AP1547,"up 122d,12h,9m",2,98.83%
CMU_MED_MEDDORM7FL_AP1548,"up 122d,12h,9m",0,98.83%
CMU_MED_MEDDORM7FL_AP1549,"up 82d,7h,34m",4,98.83%
CMU_MED_MEDDORM7FL_AP1550,"up 75d,12h,14m",9,98.80%
CMU_MED_MEDDORM7FL_AP1551,"up 122d,12h,9m",6,98.64%
CMU_MED_MEDDORM7FL_AP1552,"up 20d,12h,44m",8,98.83%
CMU_MED_MEDDORM7FL_AP1553,"up 20d,14h,49m",5,98.53%
CMU_MED_MEDDORM7FL_AP1554,"up 122d,12h,9m",6,98.83%
CMU_MED_MEDDORM7FL_AP1555,"up 20d,14h,49m",3,98.27%
CMU_MED_MEDDORM7FL_AP1556,"up 20d,14h,49m",0,98.21%
CMU_MED_MEDDORM7FL_AP1557,"up 122d,12h,9m",3,98.83%
CMU_MED_MEDDORM7FL_AP1558,"up 40d,10h,34m",5,98.66%
CMU_MED_MEDDORM7FL_AP1559,"up 9d,19h,44m",4,98.53%
CMU_MED_MEDDORM7FL_AP1560,"up 135d,8h,34m",1,98.66%
CMU_MED_MEDDORMF437_AP0233,"up 76d,14h,9m",8,98.43%
CMU_MED_MEDDORMF437_AP1609,"up 76d,14h,9m",5,98.43%
CMU_MED_MEDDORMF437_AP1610,"up 76d,14h,9m",0,98.84%
CMU_MED_MEDDORMF437_AP1611,"up 76d,14h,9m",10,98.29%
CMU_MED_MEDDORMF437_AP1612,"up 76d,14h,9m",0,98.85%
CMU_MED_MEDDORMF437_AP1613,"up 76d,14h,9m",3,98.85%
CMU_MED_MEDDORMF437_AP1614,"up 76d,14h,9m",5,98.29%
CMU_MED_MEDDORMF437_AP1615,"up 76d,14h,9m",10,98.29%
CMU_MED_MEDDORMF437_AP1616,"up 76d,14h,9m",9,98.40%
CMU_MED_MEDDORMF437_AP1617,"up 76d,14h,9m",1,98.00%
CMU_MED_MEDDORMF437_AP3988,"up 76d,14h,9m",2,99.78%
CMU_MED_MEDDORMF437_AP3989,"up 76d,14h,9m",2,99.78%
CMU_MED_MEDFLAT76_AP1721,"up 40d,10h,44m",5,97.58%
CMU_MED_MEDFLAT76_AP1722,"up 40d,10h,44m",5,98.05%
CMU_MED_MEDFLAT76_AP1723,"up 40d,10h,44m",3,98.54%
CMU_MED_MEDFLAT76_AP1724,"up 40d,10h,44m",1,98.77%
CMU_MED_MEDFLAT76_AP1725,"up 40d,10h,44m",4,98.76%
CMU_MED_MEDFLAT76_AP3900,"up 17d,13h,24m",0,99.55%
CMU_MED_MEDFLAT76_AP3901,"up 33d,19h,44m",1,99.62%
CMU_MED_MEDFLAT76_AP3902,"up 40d,10h,44m",2,98.56%
CMU_MED_MEDFLAT76_AP3903,"up 17d,13h,24m",4,99.59%
CMU_MED_MEDFLAT76_AP3904,"up 40d,10h,44m",4,99.48%
CMU_MED_MEDFLAT76_AP3905,"up 40d,10h,44m",5,99.54%
CMU_MED_MEDFLAT76_AP3906,"up 40d,10h,44m",2,99.49%
CMU_MED_MEDFLAT76_AP3907,"up 17d,13h,24m",2,99.61%
CMU_MED_MEDFLAT76_AP3908,"up 40d,10h,44m",4,99.30%
CMU_MED_MEDFLAT86_AP1681,"up 83d,13h,4m",4,98.82%
CMU_MED_MEDFLAT86_AP1682,"up 40d,10h,44m",4,98.72%
CMU_MED_MEDFLAT86_AP1683,"up 83d,13h,4m",1,98.84%
CMU_MED_MEDFLAT86_AP1684,"up 40d,10h,44m",0,98.71%
CMU_MED_MEDFLAT86_AP1685,"up 83d,13h,4m",4,98.84%
CMU_MED_MEDFLAT86_AP1686,"up 83d,13h,4m",0,98.83%
CMU_MED_MEDFLAT86_AP1687,"up 40d,10h,44m",5,98.76%
CMU_MED_MEDFLAT86_AP1688,"up 83d,13h,4m",1,98.84%
CMU_MED_MEDFLAT86_AP3909,"up 40d,10h,44m",2,99.58%
CMU_MED_MEDFLAT86_AP3910,"up 40d,10h,39m",3,99.58%
CMU_MED_MEDFLAT86_AP3911,"up 83d,13h,4m",0,99.56%
CMU_MED_MEDFLAT86_AP3912,"up 40d,10h,39m",0,99.58%
CMU_MED_MEDFLAT86_AP3913,"up 40d,10h,44m",2,99.53%
CMU_MED_MEDFLAT86_AP3914,"up 40d,10h,39m",5,99.58%
CMU_MED_MEDFLAT86_AP3915,"up 40d,10h,44m",5,99.59%
CMU_MED_MEDFLAT86_AP3916,"up 40d,10h,39m",6,99.58%
CMU_MED_MEDFLAT86_AP3917,"up 40d,10h,44m",5,99.08%
CMU_MED_MEDFLAT86_AP3918,"up 40d,10h,44m",4,99.58%
CMU_MED_MEDFLAT86_AP3919,"up 10d,19h,44m",5,99.58%
CMU_MED_MEDFLAT86_AP3920,"up 83d,13h,4m",1,99.60%
CMU_MED_MEDFLAT86_AP3921,"up 40d,10h,39m",2,99.58%
CMU_MED_MEDFLAT86_AP3922,"up 40d,10h,39m",4,99.58%
CMU_MED_MEDFLAT86_AP3923,"up 40d,10h,39m",1,99.58%
CMU_MED_MEDFLAT86_AP3924,"up 40d,10h,39m",1,99.58%
CMU_MED_MEDFLAT86_AP3925,"up 40d,10h,44m",2,99.43%
CMU_MED_MEDFLAT86_AP3926,"up 83d,13h,4m",0,99.60%
CMU_MED_MEDFLAT86_AP3927,"up 40d,10h,44m",1,99.58%
CMU_MED_MEDFLAT86_AP3928,"up 40d,10h,44m",1,99.58%
CMU_MED_MEDFLAT86_AP3929,"up 40d,10h,44m",3,99.57%
CMU_MED_MEDFLAT86_AP3930,"up 40d,10h,39m",5,99.58%
CMU_MED_MEDFLAT86_AP3931,"up 40d,10h,44m",2,99.58%
CMU_MED_MEDFLAT86_AP3932,"up 83d,13h,4m",3,99.60%
CMU_MED_MEDFLAT86_AP3933,"up 40d,10h,44m",2,99.58%
CMU_MED_MEDFLAT86_AP3934,"up 40d,10h,39m",0,99.57%
CMU_MED_MEDFLAT86_AP3935,"up 40d,10h,34m",1,99.58%
CMU_MED_MEDSDORMF2_AP0230,"up 124d,10h,4m",3,98.96%
CMU_MED_MEDSDORMF2_AP1600,"up 124d,10h,4m",0,98.68%
CMU_MED_MEDSDORMF2_AP1601,"up 124d,10h,4m",0,98.96%
CMU_MED_MEDSDORMF2_AP1602,"up 124d,10h,4m",0,98.96%
CMU_MED_MEDSDORMF2_AP1603,"up 124d,10h,4m",0,98.99%
CMU_MED_MEDSDORMF2_AP1604,"up 124d,10h,4m",0,98.37%
CMU_MED_MEDSDORMF2_AP1605,"up 124d,10h,4m",3,98.94%
CMU_MED_MEDSDORMF2_AP1606,"up 124d,10h,4m",3,98.96%
CMU_MED_MEDSDORMF2_AP1607,"up 124d,10h,4m",0,98.94%
CMU_MED_MEDSDORMF2_AP1608,"up 124d,10h,4m",0,98.87%
CMU_MED_MEDSDORMM1_AP0232,"up 20d,12h,39m",0,98.93%
CMU_MED_MEDSDORMM1_AP1561,"up 40d,10h,44m",0,98.94%
CMU_MED_MEDSDORMM1_AP1562,"up 20d,14h,39m",0,98.94%
CMU_MED_MEDSDORMM1_AP1563,"up 20d,12h,39m",0,98.94%
CMU_MED_MEDSDORMM1_AP1564,"up 20d,12h,39m",0,98.90%
CMU_MED_MEDSDORMM1_AP1565,"up 20d,12h,39m",0,98.93%
CMU_MED_MEDSDORMM1_AP1566,"up 40d,10h,44m",0,98.94%
CMU_MED_MEDSDORMM1_AP1567,"up 20d,12h,39m",0,98.93%
CMU_MED_MEDSDORMM1_AP1568,"up 20d,12h,39m",1,98.90%
CMU_MED_MEDSDORMM1_AP1569,"up 20d,12h,39m",0,98.91%
CMU_MED_MEDSDORMM1_AP1570,"up 20d,12h,39m",0,98.93%
CMU_MED_MEDSDORMM1_AP1571,"up 20d,12h,39m",0,98.93%
CMU_MED_MEDSDORMM1_AP1572,"up 20d,14h,39m",0,98.91%
CMU_MED_MEDSDORMM1_AP1574,"up 20d,12h,39m",2,98.81%
CMU_MED_MEDSDORMM1_AP1638,"up 20d,12h,39m",3,98.94%
CMU_MED_MEDSDORMM1_AP3960,"up 20d,12h,39m",0,99.41%
CMU_MED_MEDSDORMM1_AP3961,"up 20d,12h,39m",0,99.70%
CMU_MED_MEDSDORMM1_AP3962,"up 20d,12h,39m",0,99.70%
CMU_MED_MEDSDORMM1_AP3963,"up 20d,12h,39m",0,99.71%
CMU_MED_MEDSDORMM1_AP3964,"up 20d,12h,39m",0,99.24%
CMU_MED_MEDSDORMM1_AP3965,"up 40d,10h,44m",0,99.71%
CMU_MED_MEDSDORMM2_AP0237,"up 124d,10h,4m",5,98.48%
CMU_MED_MEDSDORMM2_AP0238,"ma 465d,10h,17m",0,98.52%
CMU_MED_MEDSDORMM2_AP0239,"ma 465d,10h,22m",0,98.52%
CMU_MED_MEDSDORMM2_AP0240,"ma 465d,10h,17m",0,98.52%
CMU_MED_MEDSDORMM2_AP0241,"ma 465d,10h,20m",0,98.52%
CMU_MED_MEDSDORMM2_AP1575,"ma 501d,7h,44m",0,98.49%
CMU_MED_MEDSDORMM2_AP1576,"ma 465d,10h,22m",0,98.59%
CMU_MED_MEDSDORMM2_AP1577,"ma 465d,7h,51m",0,98.60%
CMU_MED_MEDSDORMM2_AP1578,"ma 465d,10h,20m",0,98.53%
CMU_MED_MEDSDORMM2_AP1579,"ma 465d,10h,19m",0,98.60%
CMU_MED_MEDSDORMM2_AP1582,"ma 465d,10h,21m",0,98.60%
CMU_MED_MEDSDORMM2_AP1585,"ma 465d,10h,23m",0,98.59%
CMU_MED_MEDSDORMM2_AP1586,"ma 465d,10h,22m",0,98.59%
CMU_MED_MEDSDORMM2_AP1587,"ma 465d,10h,21m",0,97.76%
CMU_MED_MEDSDORMM2_AP1588,"ma 465d,10h,20m",0,98.59%
CMU_MED_MEDSDORMM2_AP1589,"ma 465d,10h,20m",0,98.59%
CMU_MED_MEDSDORMM2_AP1590,"up 124d,10h,4m",0,98.83%
CMU_MED_MEDSDORMM2_AP3955,"ma 465d,10h,24m",0,98.20%
CMU_MED_MEDSDORMM2_AP3956,"ma 465d,10h,19m",0,99.67%
CMU_MED_MEDSDORMM2_AP3957,"ma 465d,10h,23m",0,99.58%
CMU_MED_MEDSDORMM2_AP3958,"ma 484d,11h,12m",0,99.63%
CMU_MED_MEDSDORMM2_AP3959,"ma 465d,10h,21m",0,99.65%
CMU_MED_MEDSDORMM3_AP0234,"up 76d,14h,14m",0,98.53%
CMU_MED_MEDSDORMM3_AP1591,"up 76d,14h,14m",2,98.12%
CMU_MED_MEDSDORMM3_AP1592,"up 76d,14h,14m",1,98.53%
CMU_MED_MEDSDORMM3_AP1593,"up 76d,14h,14m",0,98.53%
CMU_MED_MEDSDORMM3_AP1594,"up 76d,14h,14m",0,98.53%
CMU_MED_MEDSDORMM3_AP1595,"up 76d,14h,14m",5,98.31%
CMU_MED_MEDSDORMM3_AP1596,"up 76d,14h,14m",1,98.53%
CMU_MED_MEDSDORMM3_AP1597,"up 76d,14h,14m",2,98.53%
CMU_MED_MEDSDORMM3_AP1598,"up 76d,14h,14m",3,98.49%
CMU_MED_MEDSDORMM3_AP1599,"up 76d,14h,14m",22,98.52%
CMU_MED_NUR_AP0279,"up 32d,4h,14m",0,99.16%
CMU_MED_NUR_AP0280,"up 29d,4h,24m",1,98.01%
CMU_MED_NUR_AP0281,"up 32d,4h,14m",0,98.17%
CMU_MED_NUR_AP0282,"up 32d,4h,14m",0,98.04%
CMU_MED_NUR_AP0283,"up 32d,4h,14m",0,98.09%
CMU_MED_NUR_AP0284,"up 32d,4h,14m",0,97.76%
CMU_MED_NUR_AP0285,"up 20d,12h,44m",0,99.21%
CMU_MED_NUR_AP0286,"up 0d,19h,44m",0,98.81%
CMU_MED_NUR_AP0287,"up 124d,10h,9m",6,98.68%
CMU_MED_NUR_AP1869,"up 29d,4h,29m",0,81.68%
CMU_MED_NUR_AP1870,"up 29d,4h,29m",0,97.63%
CMU_MED_NUR_AP1871,"up 5d,19h,44m",0,99.15%
CMU_MED_NUR_AP1872,"up 29d,4h,29m",1,98.05%
CMU_MED_NUR_AP1873,"up 29d,4h,29m",0,98.02%
CMU_MED_NUR_AP1874,"up 29d,4h,29m",0,98.05%
CMU_MED_NUR_AP1875,"up 29d,4h,29m",0,98.90%
CMU_MED_NUR_AP1876,"up 29d,4h,29m",1,99.18%
CMU_MED_NUR_AP1877,"up 29d,4h,29m",0,98.70%
CMU_MED_NUR_AP1878,"up 29d,4h,29m",0,98.73%
CMU_MED_NUR_AP1879,"up 29d,4h,29m",0,99.16%
CMU_MED_NUR_AP1880,"up 29d,4h,29m",1,98.92%
CMU_MED_NUR_AP1881,"up 29d,4h,29m",0,97.70%
CMU_MED_NUR_AP1882,"up 29d,4h,29m",0,99.22%
CMU_MED_NUR_AP1883,"up 29d,4h,29m",0,98.07%
CMU_MED_NUR_AP1884,"up 29d,4h,29m",0,99.00%
CMU_MED_NUR_AP1885,"up 29d,4h,29m",0,99.00%
CMU_MED_NUR_AP1886,"up 29d,4h,29m",0,97.95%
CMU_MED_NUR_AP1887,"up 29d,4h,29m",0,97.76%
CMU_MED_NUR_AP1888,"up 33d,13h,34m",0,98.78%
CMU_MED_NUR_AP1889,"up 29d,4h,29m",0,99.22%
CMU_MED_NUR_AP1890,"up 29d,4h,29m",0,98.07%
CMU_MED_NUR_AP1891,"up 29d,4h,24m",0,99.14%
CMU_MED_NUR_AP1892,"up 29d,4h,29m",0,97.18%
CMU_MED_NUR_AP1893,"up 29d,4h,29m",0,99.28%
CMU_MED_NUR_AP1894,"up 29d,4h,29m",0,99.23%
CMU_MED_NUR_AP1895,"up 29d,4h,24m",0,99.03%
CMU_MED_NUR_AP1896,"up 29d,4h,24m",0,97.95%
CMU_MED_NUR_AP1897,"up 29d,4h,29m",0,97.12%
CMU_MED_NUR_AP1898,"up 29d,4h,29m",1,98.57%
CMU_MED_NUR_AP1899,"up 29d,4h,29m",0,97.97%
CMU_MED_NUR_AP1900,"up 29d,4h,29m",0,99.08%
CMU_MED_NUR_AP1901,"up 29d,4h,29m",1,99.13%
CMU_MED_NUR_AP1902,"up 13d,19h,44m",0,98.98%
CMU_MED_NUR_AP1903,"up 29d,4h,29m",0,97.80%
CMU_MED_NUR_AP1904,"up 29d,4h,29m",0,96.73%
CMU_MED_NUR_AP1905,"up 29d,4h,29m",0,96.44%
CMU_MED_NUR_AP1906,"up 29d,4h,29m",0,98.95%
CMU_MED_NUR_AP1907,"up 40d,10h,44m",2,99.18%
CMU_MED_NUR_AP1908,"up 1d,19h,44m",1,99.11%
CMU_MED_NUR_AP1909,"up 32d,4h,14m",1,99.16%
CMU_MED_NUR_AP1910,"up 32d,4h,14m",0,99.29%
CMU_MED_NUR_AP1911,"up 29d,4h,29m",1,98.34%
CMU_MED_NUR_AP1912,"up 32d,4h,14m",0,99.23%
CMU_MED_NUR_AP1913,"up 20d,12h,44m",0,99.21%
CMU_MED_NUR_AP1914,"up 20d,12h,44m",0,99.13%
CMU_MED_NUR_AP1915,"up 32d,4h,14m",0,98.15%
CMU_MED_NUR_AP1916,"up 32d,4h,14m",0,98.05%
CMU_MED_NUR_AP1917,"up 20d,12h,44m",0,99.33%
CMU_MED_NUR_AP1918,"up 20d,12h,44m",0,99.23%
CMU_MED_NUR_AP1919,"up 20d,12h,44m",1,99.20%
CMU_MED_NUR_AP1920,"up 10d,6h,59m",0,99.26%
CMU_MED_NUR_AP1921,"up 20d,12h,44m",2,99.87%
CMU_MED_NUR_AP1922,"up 20d,12h,44m",0,99.29%
CMU_MED_NUR_AP1923,"up 20d,12h,44m",0,98.16%
CMU_MED_NUR_AP1924,"up 20d,12h,44m",0,99.30%
CMU_MED_NUR_AP1925,"up 20d,12h,44m",0,98.12%
CMU_MED_NUR_AP1926,"up 20d,12h,44m",0,99.21%
CMU_MED_NUR_AP1927,"up 20d,12h,44m",0,99.27%
CMU_MED_NUR_AP1931,"up 40d,10h,44m",0,98.71%
CMU_MED_NUR_AP1932,"up 40d,10h,44m",0,98.71%
CMU_MED_NUR_AP1933,"up 33d,14h,4m",0,98.48%
CMU_MED_NUR_AP1934,"up 33d,14h,4m",3,98.48%
CMU_MED_NUR_AP1935,"up 33d,14h,4m",0,98.48%
CMU_MED_NUR_AP1936,"up 33d,14h,4m",1,98.48%
CMU_MED_NUR_AP1937,"up 33d,14h,4m",1,98.48%
CMU_MED_NUR_AP1938,"up 33d,14h,4m",1,98.42%
CMU_MED_NUR_AP1939,"up 33d,14h,4m",0,98.34%
CMU_MED_NUR_AP1940,"up 33d,14h,4m",1,98.48%
CMU_MED_NUR_AP1941,"up 33d,14h,4m",0,98.48%
CMU_MED_NUR_AP1942,"up 40d,10h,44m",1,98.81%
CMU_MED_NUR_AP1943,"up 17d,19h,44m",2,98.80%
CMU_MED_NUR_AP1944,"up 40d,10h,44m",0,98.84%
CMU_MED_NUR_AP1945,"up 40d,10h,44m",0,98.77%
CMU_MED_NUR_AP1946,"up 40d,10h,44m",1,98.84%
CMU_MED_NUR_AP1947,"up 40d,10h,44m",6,98.60%
CMU_MED_NUR_AP1948,"up 124d,10h,4m",0,98.71%
CMU_MED_NUR_AP1949,"up 124d,10h,4m",0,98.70%
CMU_MED_NUR_AP1950,"up 124d,10h,4m",0,98.71%
CMU_MED_NUR_AP1951,"up 40d,10h,44m",1,98.64%
CMU_MED_NUR_AP1952,"up 40d,10h,44m",1,98.64%
CMU_MED_NUR_AP1953,"up 40d,10h,44m",0,98.64%
CMU_MED_NUR_AP1954,"up 40d,10h,44m",0,98.63%
CMU_MED_NUR_AP1955,"up 40d,10h,44m",2,98.64%
CMU_MED_NUR_AP1956,"up 40d,10h,44m",2,98.63%
CMU_MED_NUR_AP1957,"up 17d,19h,44m",0,98.68%
CMU_MED_NUR_AP1958,"up 1d,19h,44m",0,98.93%
CMU_MED_NUR_AP1959,"up 33d,13h,34m",0,97.64%
CMU_MED_NUR_AP1960,"up 40d,10h,44m",4,98.64%
CMU_MED_NUR_AP1961,"up 40d,10h,44m",5,98.63%
CMU_MED_NUR_AP1962,"up 40d,10h,44m",1,98.64%
CMU_MED_NUR_AP1963,"up 40d,10h,44m",4,98.64%
CMU_MED_NUR_AP1964,"up 40d,10h,44m",5,98.64%
CMU_MED_NUR_AP1965,"up 40d,10h,44m",5,98.64%
CMU_MED_NUR_AP1966,"up 40d,10h,44m",5,98.43%
CMU_MED_NUR_AP1967,"up 40d,10h,44m",1,98.08%
CMU_MED_NUR_AP1968,"up 40d,10h,44m",7,98.64%
CMU_MED_NUR_AP1969,"up 40d,10h,44m",3,98.64%
CMU_MED_NUR_AP1970,"up 40d,10h,44m",2,98.63%
CMU_MED_NUR_AP1971,"up 40d,10h,44m",2,98.49%
CMU_MED_NUR_AP4129,"up 29d,4h,29m",0,94.14%
CMU_MED_NUR_AP4130,"up 5d,19h,44m",0,98.97%
CMU_MED_NUR_AP4131,"up 5d,19h,44m",0,98.86%
CMU_MED_NUR_AP4132,"up 29d,4h,29m",1,99.67%
CMU_MED_NUR_AP4133,"up 29d,4h,29m",1,99.70%
CMU_MED_NUR_AP4134,"up 29d,4h,29m",0,99.64%
CMU_MED_NUR_AP4135,"up 29d,4h,29m",0,99.77%
CMU_MED_NUR_AP4136,"up 29d,4h,29m",0,99.64%
CMU_MED_NUR_AP4137,"up 29d,4h,29m",0,98.79%
CMU_MED_NUR_AP4138,"up 29d,4h,29m",0,98.79%
CMU_MED_NUR_AP4139,"up 29d,4h,29m",0,99.66%
CMU_MED_NUR_AP4140,"up 29d,4h,29m",0,99.71%
CMU_MED_NUR_AP4141,"up 20d,11h,4m",0,99.50%
CMU_MED_NUR_AP4142,"up 20d,11h,4m",1,98.80%
CMU_MED_NUR_AP4143,"up 20d,11h,4m",0,99.54%
CMU_MED_NUR_AP4144,"up 29d,4h,29m",2,99.73%
CMU_MED_NUR_AP4145,"up 29d,4h,29m",0,99.73%
CMU_MED_NUR_AP4146,"up 29d,4h,29m",0,99.72%
CMU_MED_NUR_AP4147,"up 29d,4h,29m",0,99.69%
CMU_MED_NUR_AP4148,"up 29d,4h,29m",0,99.55%
CMU_MED_NUR_AP4149,"up 29d,4h,29m",0,99.77%
CMU_MED_NUR_AP4150,"up 29d,4h,29m",0,99.78%
CMU_MED_NUR_AP4151,"up 29d,4h,24m",0,99.74%
CMU_MED_NUR_AP4152,"up 29d,4h,24m",0,99.14%
CMU_MED_NUR_AP4153,"up 1d,14h,39m",0,99.24%
CMU_MED_NUR_AP4154,"up 29d,4h,29m",0,98.60%
CMU_MED_NUR_AP4155,"up 5d,19h,44m",0,98.91%
CMU_MED_NUR_AP4156,"up 29d,4h,29m",0,98.66%
CMU_MED_NUR_AP4157,"up 5d,19h,44m",0,98.89%
CMU_MED_NUR_AP4158,"up 29d,4h,29m",0,99.60%
CMU_MED_NUR_AP4159,"up 5d,19h,44m",0,98.67%
CMU_MED_NUR_AP4160,"up 5d,19h,44m",0,98.63%
CMU_MED_NUR_AP4161,"up 4d,19h,44m",0,98.16%
CMU_MED_NUR_AP4162,"up 29d,4h,29m",0,99.62%
CMU_MED_NUR_AP4163,"up 5d,19h,44m",0,98.87%
CMU_MED_NUR_AP4164,"up 5d,19h,44m",0,98.95%
CMU_MED_NUR_AP4165,"up 5d,19h,44m",0,98.95%
CMU_MED_NUR_AP4166,"up 0d,19h,44m",0,99.06%
CMU_MED_NUR_AP4167,"up 0d,19h,44m",0,98.86%
CMU_MED_NUR_AP4168,"up 0d,19h,44m",0,98.86%
CMU_MED_NUR_AP4169,"up 23d,7h,9m",2,98.87%
CMU_MED_NUR_AP4170,"up 32d,4h,14m",0,99.71%
CMU_MED_NUR_AP4171,"up 32d,4h,14m",0,96.16%
CMU_MED_NUR_AP4172,"up 32d,4h,14m",0,99.66%
CMU_MED_NUR_AP4173,"up 32d,4h,14m",0,99.66%
CMU_MED_NUR_AP4174,"up 16d,19h,44m",0,99.66%
CMU_MED_NUR_AP4175,"up 32d,4h,9m",0,99.62%
CMU_MED_NUR_AP4176,"up 32d,4h,9m",2,99.64%
CMU_MED_NUR_AP4177,"up 32d,4h,9m",0,99.64%
CMU_MED_NUR_AP4178,"up 32d,4h,9m",0,99.64%
CMU_MED_NUR_AP4179,"up 32d,4h,9m",0,99.64%
CMU_MED_NUR_AP4180,"up 32d,4h,9m",3,99.60%
CMU_MED_NUR_AP4181,"up 32d,4h,9m",1,99.64%
CMU_MED_NUR_AP4182,"up 20d,12h,44m",2,99.36%
